SpeciesCat_ISSCAAP_code,Species_AFSIS,CommName,Family,Order
33,Monacanthidae,"Filefishes, leatherjackets nei",Monacanthidae,TETRAODONTIFORMES
13,Mormyridae,Elephantsnout fishes nei,Mormyridae,OSTEOGLOSSIFORMES
38,Pristiophorus spp,Sawsharks nei,Pristiophoridae,SQUALIFORMES
43,Metanephrops spp,Metanephrops lobsters nei,Nephropidae,REPTANTIA
38,Mobula spp,Mobula nei,Mobulidae,RAJIFORMES
57,Argonauta spp,Argonauts nei,Argonautidae,CEPHALOPODA
82,Actiniaria,Sea anemones,,ANTHOZOA
75,Pycnogonida,Sea spiders,,PYCNOGONIDA
82,Zoanthidea,Zoanthids,,ANTHOZOA
82,Antipatharia,Black corals and thorny corals,,ANTHOZOA
82,Anthozoa,,,ANTHOZOA
,Macronectes spp,Giant petrels nei,Procellariidae,PROCELLARIIFORMES
82,Gorgoniidae,Gorgonians,Gorgoniidae,ANTHOZOA
47,Amphipoda,Amphipods,,AMPHIPODA
47,Isopoda,"Isopods, pillbugs, sowbugs",,ISOPODA
47,Tanaidacea,Tanaidaceans,,TANAIDACEA
33,Cottidae,Sculpins nei,Cottidae,SCORPAENIFORMES
,Spheniscidae,Penguins nei,Spheniscidae,SPHENISCIFORMES
,Pachyptila spp,Prions nei,Procellariidae,PROCELLARIIFORMES
34,Cyclopteridae,Lumpfishes nei,Cyclopteridae,SCORPAENIFORMES
34,Paraliparis spp,,Liparidae,SCORPAENIFORMES
34,Cryodraco spp,,Channichthyidae,PERCOIDEI
34,Scopelosaurus spp,,Notosudidae,AULOPIFORMES
32,Lepidion spp,Lepidion codlings nei,Moridae,GADIFORMES
33,Batrachoididae,"Toadfishes, etc. nei",Batrachoididae,BATRACHOIDIFORMES
13,Citharinus spp,Citharinus nei,Citharinidae,CHARACIFORMES
13,Distichodus spp,Grass-eaters nei,Distichodontidae,CHARACIFORMES
47,Stomatopoda,Stomatopods nei,,STOMATOPODA
56,Tresus spp,Pacific horse clams nei,Mactridae,BIVALVIA
13,Mormyrus spp,Bottlenose fishes nei,Mormyridae,OSTEOGLOSSIFORMES
76,Crinoidea,Feather stars and sea lilies,,CRINOIDEA
76,Ophiuroidea,"Basket, brittle, snake stars",,OPHIUROIDEA
57,Moroteuthis spp,Hooked squids nei,Onychoteuthidae,CEPHALOPODA
34,Protomyctophum spp,,Myctophidae,MYCTOPHIFORMES
34,Parachaenichthys spp,,Bathydraconidae,PERCOIDEI
34,Pachycara spp,,Zoarcidae,ZOARCOIDEI
34,Ophthalmolycus spp,,Zoarcidae,ZOARCOIDEI
34,Lycodapus spp,,Zoarcidae,ZOARCOIDEI
34,Cyclothone spp,,Gonostomatidae,STOMIIFORMES
32,Coelorinchus spp,,Macrouridae,GADIFORMES
34,Careproctus spp,,Liparidae,SCORPAENIFORMES
33,Ambassidae,Glassfishes,Ambassidae,PERCOIDEI
32,Coryphaenoides spp,"Grenadiers, whiptails nei",Macrouridae,GADIFORMES
56,Tellina spp,Tellins nei,Tellinidae,BIVALVIA
52,Patella spp,Limpets nei,Patellidae,GASTROPODA
43,Callianassa spp,Ghost shrimps nei,Callianassidae,REPTANTIA
32,Macrouridae,"Grenadiers, rattails nei",Macrouridae,GADIFORMES
33,Ostraciidae,Boxfishes nei,Ostraciidae,TETRAODONTIFORMES
45,Sclerocrangon spp,Sculptured shrimps nei,Crangonidae,NATANTIA
52,Cymbium spp,Volutes nei,Volutidae,GASTROPODA
42,Hyas spp,"Toad, lyre crabs nei",Oregoniidae,BRACHYURA
34,Trichiurus spp,Hairtails nei,Trichiuridae,SCOMBROIDEI
56,Spisula spp,Surf clams nei,Mactridae,BIVALVIA
56,Mya spp,Gaper nei,Myidae,BIVALVIA
33,Drepane spp,Sicklefishes nei,Drepaneidae,PERCOIDEI
38,Carcharhiniformes,Ground sharks,,CARCHARHINIFORMES
38,Orectolobiformes,Carpet sharks,,ORECTOLOBIFORMES
38,Lamniformes,Mackerel sharks,,LAMNIFORMES
38,Hexanchiformes,Frilled and cow sharks,,HEXANCHIFORMES
38,Heterodontiformes,Bullhead sharks,,HETERODONTIFORMES
73,Crocodylidae,Crocodiles and alligators nei,Crocodylidae,CROCODILIA
33,Scaridae,Parrotfishes nei,Scaridae,PERCOIDEI
33,Holocentridae,Squirrelfishes nei,Holocentridae,BERYCIFORMES
33,Pomacanthidae,Angelfishes nei,Pomacanthidae,PERCOIDEI
41,Cambaridae,American crayfishes nei,Cambaridae,REPTANTIA
41,Astacidae,European crayfishes nei,Astacidae,REPTANTIA
11,Leuciscus spp,Chubs nei,Cyprinidae,CYPRINIFORMES
91,Lessonia spp,,Lessoniaceae,PHAEOPHYCEAE
91,Fucus spp,,Fucaceae,PHAEOPHYCEAE
94,Scirpus spp,Tule nei,Cyperaceae,ANGIOSPERMAE
94,Spirulina spp,Spirulina nei,Oscillatoriaceae,CYANOPHYCEAE
92,Iridaea spp,Iridea nei,Gigartinaceae,RHODOPHYCEAE
92,Porphyra spp,Nori nei,Bangiaceae,RHODOPHYCEAE
94,Dinophyceae,,,DINOPHYCEAE
94,Bacillariophyceae,,,BACILLARIOPHYCEAE
92,Callophyllis spp,,Kallymeniaceae,RHODOPHYCEAE
92,Gymnogongrus spp,,Phyllophoraceae,RHODOPHYCEAE
92,Phyllophora spp,Phyllophora nei,Phyllophoraceae,RHODOPHYCEAE
94,Algae,Seaweeds nei,,PLANTAE AQUATICAE MISCELLANEA
94,Plantae aquaticae,Aquatic plants nei,,PLANTAE AQUATICAE MISCELLANEA
92,Gracilaria spp,Gracilaria seaweeds,Gracilariaceae,RHODOPHYCEAE
92,Eucheuma spp,Eucheuma seaweeds nei,Solieriaceae,RHODOPHYCEAE
92,Lithothamnion spp,Lithothamnion,Corallinaceae,RHODOPHYCEAE
92,Gelidium spp,Gelidium seaweeds,Gelidiaceae,RHODOPHYCEAE
92,Asparagopsis spp,Harpoon seaweeds,Bonnemaisoniaceae,RHODOPHYCEAE
92,Rhodophyceae,Red seaweeds,,RHODOPHYCEAE
91,Undaria spp,Wakame nei,Alariaceae,PHAEOPHYCEAE
91,Phaeophyceae,Brown seaweeds,,PHAEOPHYCEAE
93,Caulerpa spp,Caulerpa seaweeds,Caulerpaceae,CHLOROPHYCEAE
93,Chlorophyceae,Green seaweeds,,CHLOROPHYCEAE
91,Macrocystis spp,Kelp nei,Lessoniaceae,PHAEOPHYCEAE
94,Angiospermae,Seagrasses nei,,PLANTAE AQUATICAE MISCELLANEA
94,Cyanophyceae,,,CYANOPHYCEAE
72,Testudinata,River and lake turtles nei,,TESTUDINES
72,Testudinata,Marine turtles nei,,TESTUDINES
82,Acanella spp,Branched bamboo coral,Isididae,ANTHOZOA
82,Cirrhipathes spp,Wire coral,Antipathidae,ANTHOZOA
82,Antipathes spp,,Antipathidae,ANTHOZOA
74,Salpidae,Salps,Salpidae,THALIACEA
77,Perinereis spp,,Nereididae,POLYCHAETA
77,Invertebrata,Aquatic invertebrates nei,,INVERTEBRATA AQUATICA MISCELL.
74,Ascidiacea,Sea squirts nei,,ASCIDIACEA
76,Holothuroidea,Sea cucumbers nei,,HOLOTHUROIDEA
76,Echinoidea,"Sea urchins, etc. nei",,ECHINOIDEA
76,Strongylocentrotus spp,Sea urchins nei,Strongylocentrotidae,ECHINOIDEA
76,Asteroidea,Starfishes nei,,ASTEROIDEA
76,Echinodermata,Echinoderms,,ECHINODERMATA
77,Polychaeta,Marine worms,,POLYCHAETA
82,Scleractinia,"Hard corals, madrepores nei",,ANTHOZOA
82,Corallium spp,Precious corals nei,Coralliidae,ANTHOZOA
77,Rhopilema spp,Jellyfishes nei,Rhizostomidae,SCYPHOZOA
83,Spongiidae,Sponges,Spongiidae,DEMOSPONGIAE
72,Malaclemys spp,Diamond back terrapins,Emydidae,TESTUDINES
71,Rana spp,Frogs,Ranidae,ANURA
61,Balaenopteridae,Balaenoptid whales nei,Balaenopteridae,MYSTICETI
62,Globicephala spp,Pilot whales nei,Delphinidae,ODONTOCETI
62,Mesoplodon spp,Beaked whales nei,Ziphiidae,ODONTOCETI
64,Mammalia,Aquatic mammals nei,,MAMMALIA MISCELLANEA
61,Mysticeti,Baleen whales nei,,MYSTICETI
62,Odontoceti,Toothed whales nei,,ODONTOCETI
62,Delphinidae,Dolphins nei,Delphinidae,ODONTOCETI
62,Stenella spp,Spotted dolphins nei,Delphinidae,ODONTOCETI
63,"Otariidae, Phocidae",Seals nei,,PINNIPEDIA
56,Venerupis spp,,Veneridae,BIVALVIA
81,Ex Mollusca,Marine shells nei,,MOLLUSCA MISCELLANEA
58,Mollusca,Marine molluscs nei,,MOLLUSCA MISCELLANEA
56,Bivalvia,"Clams, etc. nei",,BIVALVIA
51,Mollusca,Freshwater molluscs nei,,MOLLUSCA MISCELLANEA
51,Corbicula spp,Freshwater clams nei,Corbiculidae,BIVALVIA
56,Solenidae,"Razor clams, knife clams nei",Solenidae,BIVALVIA
56,Solen spp,Solen razor clams nei,Solenidae,BIVALVIA
56,Donax spp,Donax clams,Donacidae,BIVALVIA
56,Veneridae,Venus clams nei,Veneridae,BIVALVIA
56,Paphia spp,Short neck clams nei,Veneridae,BIVALVIA
56,Ruditapes spp,Carpet shells nei,Veneridae,BIVALVIA
57,Cycloteuthidae,Disc-fin squids nei,Cycloteuthidae,CEPHALOPODA
57,Brachioteuthis spp,Arm squids nei,Brachioteuthidae,CEPHALOPODA
57,Eledone spp,Horned and musky octopuses,Octopodidae,CEPHALOPODA
57,Octopus spp,Octopuses nei,Octopodidae,CEPHALOPODA
57,Octopodidae,"Octopuses, etc. nei",Octopodidae,CEPHALOPODA
57,Illex spp,Shortfin squids nei,Ommastrephidae,CEPHALOPODA
57,Ommastrephes spp,Flying squids nei,Ommastrephidae,CEPHALOPODA
57,Ommastrephidae,Ommastrephidae squids nei,Ommastrephidae,CEPHALOPODA
57,Lolliguncula spp,Thumbstall squids nei,Loliginidae,CEPHALOPODA
56,Meretrix spp,Hard clams nei,Veneridae,BIVALVIA
56,Mactridae,Mactra surf clams nei,Mactridae,BIVALVIA
56,Mulinia spp,Taquilla clams,Mactridae,BIVALVIA
56,Cardiidae,Cockles nei,Cardiidae,BIVALVIA
54,Mytilidae,Sea mussels nei,Mytilidae,BIVALVIA
54,Modiolus spp,Horse mussels nei,Mytilidae,BIVALVIA
55,Pectinidae,Scallops nei,Pectinidae,BIVALVIA
53,Ostreidae,Flat and cupped oysters nei,Ostreidae,BIVALVIA
53,Crassostrea spp,Cupped oysters nei,Ostreidae,BIVALVIA
53,Ostrea spp,Flat oysters nei,Ostreidae,BIVALVIA
81,Ex Pinctada spp,Pearl oyster shells nei,Pteriidae,BIVALVIA
81,Ex Unionidae,Freshwater mussel shells,Unionidae,BIVALVIA
56,Anadara spp,Anadara clams nei,Arcidae,BIVALVIA
56,Arca spp,Ark clams nei,Arcidae,BIVALVIA
52,Strombus spp,Stromboid conchs nei,Strombidae,GASTROPODA
52,Littorina spp,Periwinkles nei,Littorinidae,GASTROPODA
52,Busycon spp,Whelks,Melongenidae,GASTROPODA
52,Rapana spp,Sea snails,Muricidae,GASTROPODA
52,Murex spp,Murex,Muricidae,GASTROPODA
81,Ex Turbo spp,Turban shells nei,Turbinidae,GASTROPODA
81,Ex Trochus spp,Trochus shells nei,Trochidae,GASTROPODA
52,Haliotis spp,Abalones nei,Haliotidae,GASTROPODA
52,Gastropoda,Gastropods nei,,GASTROPODA
57,"Loliginidae, Ommastrephidae",Various squids nei,,CEPHALOPODA
57,Pareledone spp,Antarctic octopuses,Octopodidae,CEPHALOPODA
57,Loligo spp,Common squids nei,Loliginidae,CEPHALOPODA
57,Loliginidae,Inshore squids nei,Loliginidae,CEPHALOPODA
57,"Sepiidae, Sepiolidae","Cuttlefish, bobtail squids nei",,CEPHALOPODA
57,Cephalopoda,Cephalopods nei,,CEPHALOPODA
43,Homarus spp,Homarus lobsters nei,Nephropidae,REPTANTIA
44,Paralomis spp,,Lithodidae,ANOMURA
44,Anomura,Anomuran decapods nei,,ANOMURA
45,Pandalopsis spp,Pandalopsis shrimps nei,Pandalidae,NATANTIA
45,Trachypenaeus spp,Trachypenaeus shrimps nei,Penaeidae,NATANTIA
45,Xiphopenaeus spp,Xiphopenaeus shrimps nei,Penaeidae,NATANTIA
41,Parastacidae,Oceanian crayfishes nei,Parastacidae,REPTANTIA
41,Procambarus spp,Procambarus crayfishes nei,Cambaridae,REPTANTIA
47,Scalpellidae,Scalpellidae barnacles nei,Scalpellidae,THORACICA
47,Lepadidae,Lepadidae barnacles nei,Lepadidae,THORACICA
47,Artemiidae,,Artemiidae,ANOSTRACA
47,Artemia spp,Brine shrimps nei,Artemiidae,ANOSTRACA
41,Daphniidae,Water fleas,Daphniidae,CLADOCERA
54,Mytilus spp,Mytilus mussels nei,Mytilidae,BIVALVIA
43,Panulirus spp,Tropical spiny lobsters nei,Palinuridae,REPTANTIA
43,Palinuridae,Spiny lobsters nei,Palinuridae,REPTANTIA
43,Reptantia,Lobsters nei,,REPTANTIA
45,Haliporoides spp,Knife shrimps nei,Solenoceridae,NATANTIA
45,Solenoceridae,Solenocerid shrimps nei,Solenoceridae,NATANTIA
45,Crangon spp,Crangon shrimps nei,Crangonidae,NATANTIA
45,Crangonidae,Crangonid shrimps nei,Crangonidae,NATANTIA
41,Macrobrachium spp,River prawns nei,Palaemonidae,NATANTIA
45,Palaemonidae,Palaemonid shrimps nei,Palaemonidae,NATANTIA
41,Palaemonidae,"Freshwater prawns, shrimps nei",Palaemonidae,NATANTIA
45,Sergestidae,Sergestid shrimps nei,Sergestidae,NATANTIA
45,Pandalus spp,Pandalus shrimps nei,Pandalidae,NATANTIA
45,"Pandalus spp, Pandalopsis spp",Pacific shrimps nei,Pandalidae,NATANTIA
45,Pandalidae,Pandalid shrimps nei,Pandalidae,NATANTIA
45,Aristeidae,Aristeid shrimps nei,Aristaeidae,NATANTIA
45,Parapenaeopsis spp,Parapenaeopsis shrimps nei,Penaeidae,NATANTIA
45,Metapenaeus spp,Metapenaeus shrimps nei,Penaeidae,NATANTIA
45,Penaeus spp,Penaeus shrimps nei,Penaeidae,NATANTIA
45,"Xiphopenaeus, Trachypenaeus spp",Pacific seabobs,Penaeidae,NATANTIA
45,Penaeidae,Penaeid shrimps nei,Penaeidae,NATANTIA
45,Natantia,Natantian decapods nei,,NATANTIA
42,Chaceon spp,Chaceon geryons nei,Geryonidae,BRACHYURA
42,Geryonidae,"Deep-sea crabs, geryons nei",Geryonidae,BRACHYURA
43,Nephropidae,"True lobsters,lobsterettes nei",Nephropidae,REPTANTIA
42,Chionoecetes spp,Tanner crabs nei,Majidae,BRACHYURA
44,Lithodes spp,King crabs nei,Lithodidae,ANOMURA
44,Paralithodes spp,King crabs,Lithodidae,ANOMURA
44,Lithodidae,"King crabs, stone crabs nei",Lithodidae,ANOMURA
44,Galatheidae,"Craylets, squat lobsters",Galatheidae,ANOMURA
43,Scyllaridae,Slipper lobsters nei,Scyllaridae,REPTANTIA
42,Callinectes spp,Callinectes swimcrabs nei,Portunidae,BRACHYURA
42,Portunus spp,Portunus swimcrabs nei,Portunidae,BRACHYURA
42,Portunidae,"Swimming crabs, etc. nei",Portunidae,BRACHYURA
42,Cancridae,"Jonah crabs, rock crabs nei",Cancridae,BRACHYURA
41,"Astacidae, Cambaridae",Euro-American crayfishes nei,,REPTANTIA
43,Palinurus spp,Palinurid spiny lobsters nei,Palinuridae,REPTANTIA
47,Crustacea,Marine crustaceans nei,,CRUSTACEA MISCELLANEA
42,Brachyura,Marine crabs nei,,BRACHYURA
41,Crustacea,Freshwater crustaceans nei,,CRUSTACEA MISCELLANEA
46,Euphausia spp,Antarctic krill nei,Euphausiidae,EUPHAUSIACEA
47,Squillidae,Squillids nei,Squillidae,STOMATOPODA
47,Lepas spp,Goose barnacles nei,Lepadidae,THORACICA
33,Thamnaconus spp,,Monacanthidae,TETRAODONTIFORMES
33,Gerreidae,"Mojarras, etc. nei",Gerreidae,PERCOIDEI
36,Scombroidei,Tuna-like fishes nei,,SCOMBROIDEI
25,Osteichthyes,Diadromous fishes nei,,PISCES MISCELLANEA
39,Osteichthyes,Marine fishes nei,,PISCES MISCELLANEA
39,Osteichthyes,Finfishes nei,,PISCES MISCELLANEA
39,Osteichthyes,Pelagic fishes nei,,PISCES MISCELLANEA
39,Osteichthyes,Groundfishes nei,,PISCES MISCELLANEA
13,Osteichthyes,Freshwater fishes nei,,PISCES MISCELLANEA
33,Gobiidae,Gobies nei,Gobiidae,GOBIOIDEI
13,Gobiidae,Freshwater gobies nei,Gobiidae,GOBIOIDEI
37,Perciformes,Pelagic percomorphs nei,,PISCES MISCELLANEA
34,Perciformes,Demersal percomorphs nei,,PISCES MISCELLANEA
35,Clupeoidei,Clupeoids nei,,CLUPEIFORMES
24,Clupeoidei,Diadromous clupeoids nei,,CLUPEIFORMES
37,Regalecidae,Oarfishes nei,Regalecidae,LAMPRIFORMES
13,Pseudomugilidae,Blue eyes,Pseudomugilidae,ATHERINIFORMES
34,Nansenia spp,,Microstomatidae,SALMONIFORMES
33,Aluterus spp,Leatherjacket filefishes,Monacanthidae,TETRAODONTIFORMES
34,Polyprion spp,Hapuka,Polyprionidae,PERCOIDEI
25,Morone spp,Atlantic seabasses,Moronidae,PERCOIDEI
34,Pogonophryne spp,,Artedidraconidae,PERCOIDEI
34,Artedidraconidae,Barbeled plunderfishes nei,Artedidraconidae,PERCOIDEI
34,Artedidraco spp,,Artedidraconidae,PERCOIDEI
37,Mola spp,Sunfish,Molidae,TETRAODONTIFORMES
33,Diodontidae,"Globefish, porcupine fish",Diodontidae,TETRAODONTIFORMES
31,Solea spp,,Soleidae,PLEURONECTIFORMES
37,Cubiceps spp,,Nomeidae,"STROMATEOIDEI, ANABANTOIDEI"
34,Benthodesmus spp,Frostfishes,Trichiuridae,SCOMBROIDEI
33,Pagothenia spp,Pagothenia nei,Nototheniidae,PERCOIDEI
33,Mugil spp,,Mugilidae,MUGILIFORMES
33,Enoplosus spp,Old wife fishes,Enoplosidae,PERCOIDEI
33,Kyphosus spp,Kyphosus sea chubs nei,Kyphosidae,PERCOIDEI
33,Evynnis spp,,Sparidae,PERCOIDEI
37,Brama spp,,Bramidae,PERCOIDEI
37,Remora spp,Shark suckers,Echeneidae,PERCOIDEI
37,Echeneidae,"Suckerfishes, remoras nei",Echeneidae,PERCOIDEI
33,Terapon spp,Terapon perches nei,Terapontidae,PERCOIDEI
33,Hippocampus spp,Seahorses nei,Syngnathidae,SYNGNATHIFORMES
33,Fistularia spp,Flutemouth,Fistulariidae,SYNGNATHIFORMES
37,Lampris spp,"Moonfish, opah, mambo",Lampridae,LAMPRIFORMES
37,Belone spp,,Belonidae,BELONIFORMES
34,Melanostigma spp,,Zoarcidae,ZOARCOIDEI
34,Scopelarchidae,"Pearleyes, etc. nei",Scopelarchidae,AULOPIFORMES
34,Benthalbella spp,Pearleyes nei,Scopelarchidae,AULOPIFORMES
33,Alepisaurus spp,Lancetfishes nei,Alepisauridae,AULOPIFORMES
34,Notolepis spp,Barracudinas nei,Paralepididae,AULOPIFORMES
34,Electrona spp,,Myctophidae,MYCTOPHIFORMES
34,Bathylagus spp,Blacksmelts,Bathylagidae,SALMONIFORMES
23,Salmonidae,Salmonids nei,Salmonidae,SALMONIFORMES
38,Manta spp,Manta rays,Mobulidae,RAJIFORMES
38,Isurus spp,Mako sharks,Lamnidae,LAMNIFORMES
33,Myxinidae,Hagfishes nei,Myxinidae,MYXINIFORMES
37,Trachipteridae,Ribbonfishes,Trachipteridae,LAMPRIFORMES
34,Alepocephalus spp,Slickheads nei,Alepocephalidae,SALMONIFORMES
38,Chimaeriformes,"Chimaeras, etc. nei",,CHIMAERIFORMES
38,Chondrichthyes,Cartilaginous fishes nei,,PISCES MISCELLANEA
38,Elasmobranchii,"Sharks, rays, skates, etc. nei",,PISCES MISCELLANEA
38,Selachimorpha (Pleurotremata),Various sharks nei,,PISCES MISCELLANEA
38,Batoidimorpha (Hypotremata),Batoid fishes nei,,PISCES MISCELLANEA
34,Gymnoscopelus spp,,Myctophidae,MYCTOPHIFORMES
34,Lophius spp,Monkfishes nei,Lophiidae,LOPHIIFORMES
34,Lophiidae,Anglerfishes nei,Lophiidae,LOPHIIFORMES
33,Batrachoides spp,Toadfishes nei,Batrachoididae,BATRACHOIDIFORMES
33,Sphoeroides spp,Atlantic puffers nei,Tetraodontidae,TETRAODONTIFORMES
33,Tetraodontidae,Puffers nei,Tetraodontidae,TETRAODONTIFORMES
33,Cantherhines (=Navodon) spp,Filefishes nei,Monacanthidae,TETRAODONTIFORMES
33,Balistidae,"Triggerfishes, durgons nei",Balistidae,TETRAODONTIFORMES
31,Citharidae,Citharids nei,Citharidae,PLEURONECTIFORMES
31,Lepidorhombus spp,Megrims nei,Scophthalmidae,PLEURONECTIFORMES
31,Scophthalmidae,Turbots nei,Scophthalmidae,PLEURONECTIFORMES
31,Cynoglossidae,Tonguefishes,Cynoglossidae,PLEURONECTIFORMES
31,Microchirus spp,Thickback soles nei,Soleidae,PLEURONECTIFORMES
31,Austroglossus spp,Southeast Atlantic soles nei,Soleidae,PLEURONECTIFORMES
31,Soleidae,Soles nei,Soleidae,PLEURONECTIFORMES
31,Rhombosolea spp,Sand flounders nei,Pleuronectidae,PLEURONECTIFORMES
31,Pleuronectidae,Righteye flounders nei,Pleuronectidae,PLEURONECTIFORMES
31,Paralichthys spp,Bastard halibuts nei,Paralichthyidae,PLEURONECTIFORMES
31,Bothidae,Lefteye flounders nei,Bothidae,PLEURONECTIFORMES
31,Psettodidae,Spiny turbots nei,Psettodidae,PLEURONECTIFORMES
31,Pleuronectiformes,Flatfishes nei,,PLEURONECTIFORMES
34,Chelidonichthys spp,Indo-Pacific gurnards,Triglidae,SCORPAENIFORMES
33,Myoxocephalus spp,Sculpins,Cottidae,SCORPAENIFORMES
33,Platycephalidae,Flatheads nei,Platycephalidae,SCORPAENIFORMES
34,Prionotus spp,Atlantic searobins,Triglidae,SCORPAENIFORMES
34,Trigla spp,Gurnards nei,Triglidae,SCORPAENIFORMES
34,Triglidae,"Gurnards, searobins nei",Triglidae,SCORPAENIFORMES
34,Helicolenus spp,Rosefishes nei,Scorpaenidae,SCORPAENIFORMES
34,Scorpaena spp,"Scorpionfishes, rockfishes nei",Scorpaenidae,SCORPAENIFORMES
34,Sebastes spp,Atlantic redfishes nei,Scorpaenidae,SCORPAENIFORMES
34,Scorpaenidae,Scorpionfishes nei,Scorpaenidae,SCORPAENIFORMES
33,Gobius spp,Atlantic gobies nei,Gobiidae,GOBIOIDEI
13,Eleotridae,"Gudgeons, sleepers nei",Eleotridae,GOBIOIDEI
13,Trichogaster spp,Gouramis nei,Belontiidae,"STROMATEOIDEI, ANABANTOIDEI"
34,Seriolella spp,Warehou nei,Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
34,Centrolophidae,"Ruffs, barrelfishes nei",Centrolophidae,"STROMATEOIDEI, ANABANTOIDEI"
37,Peprilus spp,"Gulf butterfishes, etc. nei",Stromateidae,"STROMATEOIDEI, ANABANTOIDEI"
37,Pampus spp,Silver pomfrets nei,Stromateidae,"STROMATEOIDEI, ANABANTOIDEI"
37,Stromateidae,"Butterfishes, pomfrets nei",Stromateidae,"STROMATEOIDEI, ANABANTOIDEI"
36,Istiophoridae,"Marlins,sailfishes,etc. nei",Istiophoridae,SCOMBROIDEI
36,Thunnus spp,True tunas nei,Scombridae,SCOMBROIDEI
36,"Auxis thazard, A. rochei",Frigate and bullet tunas,Scombridae,SCOMBROIDEI
36,Scomberomorus spp,Seerfishes nei,Scombridae,SCOMBROIDEI
37,Rastrelliger spp,Indian mackerels nei,Scombridae,SCOMBROIDEI
37,Scomber spp,Scomber mackerels nei,Scombridae,SCOMBROIDEI
37,Scombridae,Mackerels nei,Scombridae,SCOMBROIDEI
36,Thunnini,Tunas nei,Scombridae,SCOMBROIDEI
34,Trichiuridae,"Hairtails, scabbardfishes nei",Trichiuridae,SCOMBROIDEI
34,Gempylidae,"Snake mackerels, escolars nei",Gempylidae,SCOMBROIDEI
33,Acanthuridae,Surgeonfishes nei,Acanthuridae,ACANTHUROIDEI
33,Siganus spp,Spinefeet(=Rabbitfishes) nei,Siganidae,ACANTHUROIDEI
33,Ammodytes spp,Sandeels(=Sandlances) nei,Ammodytidae,TRACHINOIDEI
34,Genypterus spp,Cusk-eels nei,Ophidiidae,OPHIDIIFORMES
34,Ophidiidae,"Cusk-eels, brotulas nei",Ophidiidae,OPHIDIIFORMES
34,Lycodes spp,Eelpouts,Zoarcidae,ZOARCOIDEI
34,Anarhichas spp,Wolffishes(=Catfishes) nei,Anarhichadidae,ZOARCOIDEI
33,Blenniidae,Combtooth blennies,Blenniidae,OTHER PERCIFORMES
33,Gerres spp,Mojarras(=Silver-biddies) nei,Gerreidae,PERCOIDEI
34,Channichthyidae,Crocodile icefishes nei,Channichthyidae,PERCOIDEI
33,Trematomus spp,Trematomus nei,Nototheniidae,PERCOIDEI
34,Dissostichus spp,Antarctic toothfishes nei,Nototheniidae,PERCOIDEI
33,Nototheniidae,"Antarctic rockcods, noties nei",Nototheniidae,PERCOIDEI
34,Uranoscopus spp,Stargazers,Uranoscopidae,TRACHINOIDEI
33,Trachinus spp,Weevers nei,Trachinidae,TRACHINOIDEI
33,Trachinidae,Weeverfishes nei,Trachinidae,TRACHINOIDEI
34,Latridae,Trumpeters nei,Latridae,PERCOIDEI
34,Nemadactylus spp,Morwongs,Cheilodactylidae,PERCOIDEI
33,Labridae,"Wrasses, hogfishes, etc. nei",Labridae,PERCOIDEI
12,Haplochromis spp,Mouthbrooding cichlids,Cichlidae,PERCOIDEI
12,Astronotus spp,Velvety cichlids,Cichlidae,PERCOIDEI
12,Cichlasoma spp,Cichlasoma nei,Cichlidae,PERCOIDEI
12,Oreochromis (=Tilapia) spp,Tilapias nei,Cichlidae,PERCOIDEI
12,Cichlidae,Cichlids nei,Cichlidae,PERCOIDEI
33,Chaetodontidae,Butterflyfishes,Chaetodontidae,PERCOIDEI
33,Scatophagus spp,Scats,Scatophagidae,ACANTHUROIDEI
33,Platax spp,Batfishes,Ephippidae,ACANTHUROIDEI
33,Ephippidae,Spadefishes nei,Ephippidae,ACANTHUROIDEI
33,Dichistiidae,Galjoens nei,Dichistiidae,PERCOIDEI
33,Upeneus spp,Goatfishes,Mullidae,PERCOIDEI
33,Mullus spp,Surmullets(=Red mullets) nei,Mullidae,PERCOIDEI
33,Mullidae,"Goatfishes, red mullets nei",Mullidae,PERCOIDEI
33,Spicara spp,Picarels nei,Centracanthidae,PERCOIDEI
33,Centracanthidae,"Picarels, etc. nei",Centracanthidae,PERCOIDEI
33,Polysteganus spp,Polystegan seabreams nei,Sparidae,PERCOIDEI
33,Pachymetopon spp,Copper breams(=Hottentots) nei,Sparidae,PERCOIDEI
33,Lithognathus spp,Steenbrasses nei,Sparidae,PERCOIDEI
33,Chrysoblephus spp,Daggerhead breams nei,Sparidae,PERCOIDEI
33,Pagrus spp,Pargo breams nei,Sparidae,PERCOIDEI
33,Dentex spp,Dentex nei,Sparidae,PERCOIDEI
33,Calamus spp,Porgies,Sparidae,PERCOIDEI
33,Diplodus spp,Sargo breams nei,Sparidae,PERCOIDEI
33,Pagellus spp,Pandoras nei,Sparidae,PERCOIDEI
33,Sparidae,"Porgies, seabreams nei",Sparidae,PERCOIDEI
33,Gymnocranius spp,Largeeye breams,Lethrinidae,PERCOIDEI
33,Lethrinidae,Emperors(=Scavengers) nei,Lethrinidae,PERCOIDEI
33,Pseudotolithus spp,West African croakers nei,Sciaenidae,PERCOIDEI
33,Umbrina spp,Drums nei,Sciaenidae,PERCOIDEI
